Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
39,tt2194499,2014-05-01,2014-05-01,,"About Time","About Time",https://www.imdb.com/title/tt2194499/,Movie,7.8,123,2013,"Comedy, Drama, Fantasy, Romance, Sci-Fi",392272,2013-11-08,"Richard Curtis"
40,tt0256380,2014-05-01,2014-05-01,,"Shallow Hal","Shallow Hal",https://www.imdb.com/title/tt0256380/,Movie,6.0,114,2001,"Comedy, Drama, Fantasy, Romance",146003,2001-11-09,"Bobby Farrelly, Peter Farrelly"
41,tt0075686,2015-11-29,2015-11-29,,"Annie Hall","Annie Hall",https://www.imdb.com/title/tt0075686/,Movie,8.0,93,1977,"Comedy, Romance",279856,1977-04-20,"Woody Allen"
42,tt0265208,2014-05-01,2014-05-01,,"The Girl Next Door","The Girl Next Door",https://www.imdb.com/title/tt0265208/,Movie,6.7,109,2004,"Comedy, Drama, Romance",242263,2004-04-09,"Luke Greenfield"
43,tt0098258,2014-05-01,2014-05-01,,"Say Anything","Say Anything...",https://www.imdb.com/title/tt0098258/,Movie,7.3,100,1989,"Comedy, Drama, Romance",96894,1989-04-14,"Cameron Crowe"
44,tt0337563,2015-11-29,2015-11-29,,"13 Going on 30","13 Going on 30",https://www.imdb.com/title/tt0337563/,Movie,6.3,98,2004,"Comedy, Fantasy, Romance",220424,2004-04-23,"Gary Winick"
45,tt0243155,2014-05-01,2014-05-01,,"Bridget Jones's Diary","Bridget Jones's Diary",https://www.imdb.com/title/tt0243155/,Movie,6.8,97,2001,"Comedy, Drama, Romance",266064,2001-04-13,"Sharon Maguire"
46,tt0112697,2014-05-01,2014-05-01,,"Clueless","Clueless",https://www.imdb.com/title/tt0112697/,Movie,6.9,97,1995,"Comedy, Romance",249586,1995-07-19,"Amy Heckerling"
47,tt0212338,2015-11-29,2015-11-29,,"Meet the Parents","Meet the Parents",https://www.imdb.com/title/tt0212338/,Movie,7.0,108,2000,"Comedy, Romance",358088,2000-10-06,"Jay Roach"
48,tt0866439,2014-05-01,2014-05-01,,"Made of Honor","Made of Honor",https://www.imdb.com/title/tt0866439/,Movie,5.8,101,2008,"Comedy, Romance",76434,2008-05-02,"Paul Weiland"
49,tt0110167,2014-05-01,2014-05-01,,"It Could Happen to You","It Could Happen to You",https://www.imdb.com/title/tt0110167/,Movie,6.4,101,1994,"Comedy, Drama, Romance",45217,1994-07-29,"Andrew Bergman"
50,tt0211915,2015-11-29,2015-11-29,,"Amélie","Le fabuleux destin d'Amélie Poulain",https://www.imdb.com/title/tt0211915/,Movie,8.3,122,2001,"Comedy, Romance",799007,2002-02-08,"Jean-Pierre Jeunet"
51,tt0276751,2014-05-01,2014-05-01,,"About a Boy","About a Boy",https://www.imdb.com/title/tt0276751/,Movie,7.1,101,2002,"Comedy, Drama, Romance",192388,2002-05-17,"Chris Weitz, Paul Weitz"
52,tt0114924,2015-11-29,2015-11-29,,"While You Were Sleeping","While You Were Sleeping",https://www.imdb.com/title/tt0114924/,Movie,6.8,103,1995,"Comedy, Drama, Romance",115116,1995-04-21,"Jon Turteltaub"
53,tt1155056,2014-05-01,2014-05-01,,"I Love You, Man","I Love You, Man",https://www.imdb.com/title/tt1155056/,Movie,7.0,105,2009,"Comedy, Romance",217691,2009-03-20,"John Hamburg"
54,tt0129387,2014-05-01,2014-05-01,,"There's Something About Mary","There's Something About Mary",https://www.imdb.com/title/tt0129387/,Movie,7.1,119,1998,"Comedy, Romance",331312,1998-07-15,"Bobby Farrelly, Peter Farrelly"
55,tt0120888,2014-05-01,2014-05-01,,"The Wedding Singer","The Wedding Singer",https://www.imdb.com/title/tt0120888/,Movie,6.9,97,1998,"Comedy, Music, Romance",163747,1998-02-13,"Frank Coraci"
56,tt0369735,2014-05-01,2014-05-01,,"Monster-in-Law","Monster-in-Law",https://www.imdb.com/title/tt0369735/,Movie,5.6,101,2005,"Comedy, Romance",65998,2005-05-13,"Robert Luketic"
57,tt0817230,2014-05-01,2014-05-01,,"Valentine's Day","Valentine's Day",https://www.imdb.com/title/tt0817230/,Movie,5.7,125,2010,"Comedy, Romance",125854,2010-02-12,"Garry Marshall"
58,tt0433400,2015-11-29,2015-11-29,,"Just Friends","Just Friends",https://www.imdb.com/title/tt0433400/,Movie,6.2,96,2005,"Comedy, Romance",128068,2005-11-23,"Roger Kumble"
59,tt1068680,2014-05-01,2014-05-01,,"Yes Man","Yes Man",https://www.imdb.com/title/tt1068680/,Movie,6.8,104,2008,"Comedy, Romance",385582,2008-12-19,"Peyton Reed"
60,tt0398375,2014-05-01,2014-05-01,,"Rumor Has It...","Rumor Has It...",https://www.imdb.com/title/tt0398375/,Movie,5.5,97,2005,"Comedy, Drama, Romance",62028,2005-12-25,"Rob Reiner"
61,tt0372532,2015-11-29,2015-11-29,,"The Wedding Date","The Wedding Date",https://www.imdb.com/title/tt0372532/,Movie,6.1,90,2005,"Comedy, Romance",56611,2005-02-04,"Clare Kilner"
62,tt1000774,2014-05-01,2014-05-01,,"Sex and the City","Sex and the City",https://www.imdb.com/title/tt1000774/,Movie,5.7,145,2008,"Comedy, Drama, Romance",128085,2008-05-30,"Michael Patrick King"
63,tt0313792,2015-11-29,2015-11-29,,"Anything Else","Anything Else",https://www.imdb.com/title/tt0313792/,Movie,6.3,108,2003,"Comedy, Romance",32826,2003-09-19,"Woody Allen"
64,tt0118556,2014-05-01,2014-05-01,,"Addicted to Love","Addicted to Love",https://www.imdb.com/title/tt0118556/,Movie,6.1,100,1997,"Comedy, Romance",25851,1997-05-23,"Griffin Dunne"
65,tt0810922,2014-05-01,2014-05-01,,"Take Me Home Tonight","Take Me Home Tonight",https://www.imdb.com/title/tt0810922/,Movie,6.3,97,2011,"Comedy, Drama, Romance",55430,2011-03-04,"Michael Dowse"
66,tt1058017,2014-05-01,2014-05-01,,"The Invention of Lying","The Invention of Lying",https://www.imdb.com/title/tt1058017/,Movie,6.4,100,2009,"Comedy, Fantasy, Romance",150248,2009-10-02,"Ricky Gervais, Matthew Robinson"
67,tt0253867,2015-11-29,2015-11-29,,"The Sweetest Thing","The Sweetest Thing",https://www.imdb.com/title/tt0253867/,Movie,5.2,84,2002,"Comedy, Romance",62935,2002-04-12,"Roger Kumble"
68,tt1319746,2014-05-01,2014-05-01,,"My Fake Fiancé","My Fake Fiancé",https://www.imdb.com/title/tt1319746/,TV Movie,6.3,95,2009,"Comedy, Romance",7430,2009-04-19,"Gil Junger"
69,tt0421994,2014-05-01,2014-05-01,,"Imagine Me & You","Imagine Me & You",https://www.imdb.com/title/tt0421994/,Movie,6.7,90,2005,"Comedy, Drama, Romance",36406,2006-05-25,"Ol Parker"
70,tt0163187,2014-05-01,2014-05-01,,"Runaway Bride","Runaway Bride",https://www.imdb.com/title/tt0163187/,Movie,5.6,116,1999,"Comedy, Romance",105233,1999-07-30,"Garry Marshall"
71,tt1038919,2015-11-29,2015-11-29,,"The Bounty Hunter","The Bounty Hunter",https://www.imdb.com/title/tt1038919/,Movie,5.5,110,2010,"Action, Comedy, Romance",135028,2010-03-19,"Andy Tennant"
72,tt1086772,2015-11-29,2015-11-29,,"Blended","Blended",https://www.imdb.com/title/tt1086772/,Movie,6.5,117,2014,"Comedy, Romance",146374,2014-05-23,"Frank Coraci"
73,tt0107048,2014-05-01,2014-05-01,,"Groundhog Day","Groundhog Day",https://www.imdb.com/title/tt0107048/,Movie,8.0,101,1993,"Comedy, Drama, Fantasy, Romance",691081,1993-02-12,"Harold Ramis"
74,tt1045658,2015-11-29,2015-11-29,,"Silver Linings Playbook","Silver Linings Playbook",https://www.imdb.com/title/tt1045658/,Movie,7.7,122,2012,"Comedy, Drama, Romance",746687,2012-12-25,"David O. Russell"
75,tt0093886,2014-05-01,2014-05-01,,"Roxanne","Roxanne",https://www.imdb.com/title/tt0093886/,Movie,6.6,107,1987,"Comedy, Romance",47995,1987-06-19,"Fred Schepisi"
76,tt0272338,2014-05-01,2014-05-01,,"Punch-Drunk Love","Punch-Drunk Love",https://www.imdb.com/title/tt0272338/,Movie,7.3,95,2002,"Comedy, Drama, Romance, Thriller",179575,2002-11-01,"Paul Thomas Anderson"
77,tt0088161,2014-05-01,2014-05-01,,"Splash","Splash",https://www.imdb.com/title/tt0088161/,Movie,6.3,111,1983,"Comedy, Fantasy, Romance",84104,1984-03-09,"Ron Howard"
78,tt0109831,2014-05-01,2014-05-01,,"Four Weddings and a Funeral","Four Weddings and a Funeral",https://www.imdb.com/title/tt0109831/,Movie,7.1,117,1994,"Comedy, Drama, Romance",167880,1994-04-15,"Mike Newell"
79,tt0119738,2014-05-01,2014-05-01,,"My Best Friend's Wedding","My Best Friend's Wedding",https://www.imdb.com/title/tt0119738/,Movie,6.3,105,1997,"Comedy, Drama, Romance",156881,1997-06-20,"P.J. Hogan"
80,tt0151738,2014-05-01,2014-05-01,,"Never Been Kissed","Never Been Kissed",https://www.imdb.com/title/tt0151738/,Movie,6.0,107,1999,"Comedy, Drama, Romance",98311,1999-04-09,"Raja Gosnell"
81,tt0297037,2014-05-01,2014-05-01,,"Brown Sugar","Brown Sugar",https://www.imdb.com/title/tt0297037/,Movie,6.5,109,2002,"Comedy, Drama, Music, Romance",10338,2002-10-11,"Rick Famuyiwa"
82,tt0118842,2015-11-29,2015-11-29,,"Chasing Amy","Chasing Amy",https://www.imdb.com/title/tt0118842/,Movie,7.2,113,1997,"Comedy, Drama, Romance",144430,1997-04-18,"Kevin Smith"
83,tt1282140,2014-05-01,2014-05-01,,"Easy A","Easy A",https://www.imdb.com/title/tt1282140/,Movie,7.0,92,2010,"Comedy, Drama, Romance",421510,2010-09-17,"Will Gluck"
84,tt0138097,2014-05-01,2014-05-01,,"Shakespeare in Love","Shakespeare in Love",https://www.imdb.com/title/tt0138097/,Movie,7.1,123,1998,"Comedy, Drama, History, Romance",235373,1999-01-08,"John Madden"
85,tt2390361,2014-05-01,2014-05-01,,"Enough Said","Enough Said",https://www.imdb.com/title/tt2390361/,Movie,7.0,93,2013,"Comedy, Drama, Romance",66707,2013-10-11,"Nicole Holofcener"
86,tt0337741,2014-05-01,2014-05-01,,"Something's Gotta Give","Something's Gotta Give",https://www.imdb.com/title/tt0337741/,Movie,6.7,128,2003,"Comedy, Drama, Romance",130137,2003-12-12,"Nancy Meyers"
87,tt0241303,2014-05-01,2014-05-01,,"Chocolat","Chocolat",https://www.imdb.com/title/tt0241303/,Movie,7.2,121,2000,"Drama, Romance",203193,2001-01-19,"Lasse Hallström"
88,tt0093565,2014-05-01,2014-05-01,,"Moonstruck","Moonstruck",https://www.imdb.com/title/tt0093565/,Movie,7.2,102,1987,"Comedy, Drama, Romance",69644,1988-01-15,"Norman Jewison"
89,tt0093779,2014-05-01,2014-05-01,,"The Princess Bride","The Princess Bride",https://www.imdb.com/title/tt0093779/,Movie,8.0,98,1987,"Adventure, Comedy, Family, Fantasy, Romance",454355,1987-10-09,"Rob Reiner"
90,tt0209475,2014-05-01,2014-05-01,,"The Wedding Planner","The Wedding Planner",https://www.imdb.com/title/tt0209475/,Movie,5.3,103,2001,"Comedy, Romance",87394,2001-01-26,"Adam Shankman"
91,tt0120828,2014-05-01,2014-05-01,,"Six Days Seven Nights","Six Days Seven Nights",https://www.imdb.com/title/tt0120828/,Movie,5.9,102,1998,"Action, Adventure, Comedy, Romance",83958,1998-06-12,"Ivan Reitman"
92,tt0417001,2014-05-01,2014-05-01,,"Must Love Dogs","Must Love Dogs",https://www.imdb.com/title/tt0417001/,Movie,5.9,98,2005,"Comedy, Romance",33229,2005-07-29,"Gary David Goldberg"
93,tt0256415,2014-05-01,2014-05-01,,"Sweet Home Alabama","Sweet Home Alabama",https://www.imdb.com/title/tt0256415/,Movie,6.2,108,2002,"Comedy, Romance",124678,2002-09-27,"Andy Tennant"
94,tt0427229,2014-05-01,2014-05-01,,"Failure to Launch","Failure to Launch",https://www.imdb.com/title/tt0427229/,Movie,5.6,97,2006,"Comedy, Romance",86339,2006-03-10,"Tom Dey"
95,tt1478338,2014-05-01,2014-05-01,,"Bridesmaids","Bridesmaids",https://www.imdb.com/title/tt1478338/,Movie,6.8,125,2011,"Comedy",311344,2011-05-13,"Paul Feig"
96,tt2244901,2015-11-29,2015-11-29,,"I Give It a Year","I Give It a Year",https://www.imdb.com/title/tt2244901/,Movie,5.7,97,2013,"Comedy, Romance",39546,2013-02-08,"Dan Mazer"
97,tt0475293,2015-11-29,2015-11-29,,"High School Musical","High School Musical",https://www.imdb.com/title/tt0475293/,TV Movie,5.6,98,2006,"Comedy, Drama, Family, Music, Musical, Romance",97535,2006-01-20,"Kenny Ortega"
98,tt0116695,2015-11-29,2015-11-29,,"Jerry Maguire","Jerry Maguire",https://www.imdb.com/title/tt0116695/,Movie,7.3,139,1996,"Comedy, Drama, Romance, Sport",289536,1996-12-13,"Cameron Crowe"
99,tt1965065,2015-11-29,2015-11-29,,"Save the Date","Save the Date",https://www.imdb.com/title/tt1965065/,Movie,5.7,97,2012,"Comedy, Romance",7167,2012-11-08,"Michael Mohan"
100,tt0050105,2015-11-29,2015-11-29,,"An Affair to Remember","An Affair to Remember",https://www.imdb.com/title/tt0050105/,Movie,7.4,115,1957,"Drama, Romance",33315,1957-07-19,"Leo McCarey"
101,tt0117247,2014-05-01,2014-05-01,,"One Fine Day","One Fine Day",https://www.imdb.com/title/tt0117247/,Movie,6.5,108,1996,"Comedy, Drama, Romance",48776,1996-12-20,"Michael Hoffman"
102,tt0770752,2014-05-01,2014-05-01,,"Fool's Gold","Fool's Gold",https://www.imdb.com/title/tt0770752/,Movie,5.7,112,2008,"Action, Adventure, Comedy, Romance, Thriller",85156,2008-02-08,"Andy Tennant"
103,tt0795421,2014-05-01,2014-05-01,,"Mamma Mia!","Mamma Mia!",https://www.imdb.com/title/tt0795421/,Movie,6.5,108,2008,"Comedy, Musical, Romance",278392,2008-07-18,"Phyllida Lloyd"
104,tt0388125,2014-05-01,2014-05-01,,"In Her Shoes","In Her Shoes",https://www.imdb.com/title/tt0388125/,Movie,6.5,130,2005,"Comedy, Drama, Romance",65359,2005-10-07,"Curtis Hanson"
105,tt0371246,2015-11-29,2015-11-29,,"Spanglish","Spanglish",https://www.imdb.com/title/tt0371246/,Movie,6.4,131,2004,"Comedy, Drama, Romance",88991,2004-12-17,"James L. Brooks"
